Kategorie: Alle Kategorien

Region,Wohnung: (10.05.18 bis 10.05.18)
Obwalden,100
Graubünden,58
Nidwalden,54
Sankt Gallen,48
Schaffhausen,47
Zug,39
Basel-Stadt,33
Bern,30
Schwyz,29
Aargau,29
Thurgau,26
Basel-Landschaft,25
Luzern,23
Zürich,21
Solothurn,16
Tessin,10
Waadt,10
Wallis,7
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Genf,
Glarus,
Jura,
Neuenburg,
Uri,
