Kategorie: Alle Kategorien

Region,Wohnung: (22.04.18 bis 22.04.18)
Appenzell Innerrhoden,100
Uri,45
Obwalden,39
Zug,34
Appenzell Ausserrhoden,31
Luzern,27
Schaffhausen,22
Jura,21
Basel-Landschaft,20
Schwyz,19
Basel-Stadt,19
Aargau,16
Sankt Gallen,15
Bern,14
Zürich,14
Solothurn,14
Graubünden,12
Thurgau,11
Wallis,7
Waadt,5
Tessin,4
Freiburg,
Genf,
Glarus,
Neuenburg,
Nidwalden,
