Kategorie: Alle Kategorien

Region,Wohnung: (06.06.17 bis 06.06.17)
Glarus,100
Uri,86
Appenzell Ausserrhoden,73
Schaffhausen,72
Thurgau,62
Jura,54
Zug,40
Basel-Landschaft,36
Graubünden,36
Sankt Gallen,34
Solothurn,30
Bern,24
Zürich,23
Basel-Stadt,21
Aargau,21
Luzern,17
Tessin,6
Waadt,2
Appenzell Innerrhoden,
Freiburg,
Genf,
Neuenburg,
Nidwalden,
Obwalden,
Schwyz,
Wallis,
