Kategorie: Alle Kategorien

Region,Wohnung: (28.09.17 bis 28.09.17)
Uri,100
Schaffhausen,76
Appenzell Ausserrhoden,71
Nidwalden,63
Basel-Landschaft,46
Thurgau,40
Sankt Gallen,38
Zug,34
Bern,21
Schwyz,20
Zürich,19
Solothurn,18
Basel-Stadt,18
Luzern,15
Aargau,15
Graubünden,11
Tessin,6
Waadt,3
Genf,3
Appenzell Innerrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Obwalden,
Wallis,
