Kategorie: Alle Kategorien

Region,Wohnung: (28.04.17 bis 28.04.17)
Appenzell Ausserrhoden,100
Obwalden,95
Nidwalden,73
Zug,60
Graubünden,58
Schaffhausen,45
Schwyz,40
Thurgau,36
Aargau,30
Solothurn,28
Sankt Gallen,26
Basel-Stadt,23
Basel-Landschaft,22
Zürich,18
Bern,15
Luzern,14
Freiburg,13
Tessin,6
Waadt,4
Genf,2
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Uri,
Wallis,
