Kategorie: Alle Kategorien

Region,Wohnung: (24.07.16 bis 24.07.16)
Obwalden,100
Nidwalden,55
Thurgau,46
Schaffhausen,32
Basel-Landschaft,24
Graubünden,23
Schwyz,21
Zug,21
Sankt Gallen,17
Basel-Stadt,16
Solothurn,13
Bern,12
Aargau,9
Luzern,9
Zürich,8
Waadt,5
Tessin,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Genf,
Glarus,
Jura,
Neuenburg,
Uri,
Wallis,
