Kategorie: Alle Kategorien

Region,Wohnung: (02.07.16 bis 02.07.16)
Glarus,100
Uri,90
Appenzell Ausserrhoden,74
Nidwalden,54
Schwyz,36
Schaffhausen,34
Thurgau,21
Zug,20
Graubünden,19
Aargau,16
Luzern,15
Sankt Gallen,13
Basel-Landschaft,10
Zürich,9
Basel-Stadt,9
Bern,7
Freiburg,7
Solothurn,7
Genf,4
Appenzell Innerrhoden,
Jura,
Neuenburg,
Obwalden,
Tessin,
Waadt,
Wallis,
