Kategorie: Alle Kategorien

Region,Wohnung: (23.03.16 bis 23.03.16)
Uri,100
Obwalden,56
Nidwalden,38
Appenzell Ausserrhoden,33
Thurgau,20
Basel-Landschaft,18
Sankt Gallen,16
Graubünden,16
Zug,13
Schwyz,11
Bern,10
Aargau,10
Wallis,9
Zürich,8
Solothurn,7
Basel-Stadt,6
Luzern,6
Genf,2
Waadt,2
Appenzell Innerrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Schaffhausen,
Tessin,
