Kategorie: Alle Kategorien

Region,Wohnung: (12.06.17 bis 12.06.17)
Appenzell Innerrhoden,100
Glarus,36
Schaffhausen,28
Nidwalden,26
Schwyz,22
Thurgau,22
Graubünden,19
Luzern,13
Solothurn,12
Aargau,12
Sankt Gallen,11
Zürich,9
Bern,8
Basel-Stadt,7
Basel-Landschaft,6
Zug,6
Wallis,4
Genf,1
Waadt,1
Appenzell Ausserrhoden,
Freiburg,
Jura,
Neuenburg,
Obwalden,
Tessin,
Uri,
