Kategorie: Alle Kategorien

Region,Wohnung: (19.09.16 bis 19.09.16)
Obwalden,100
Appenzell Ausserrhoden,78
Nidwalden,71
Schwyz,64
Thurgau,54
Jura,52
Schaffhausen,42
Sankt Gallen,40
Zug,39
Solothurn,32
Luzern,23
Basel-Stadt,22
Bern,21
Zürich,18
Graubünden,17
Basel-Landschaft,16
Aargau,14
Wallis,9
Tessin,6
Genf,5
Waadt,4
Appenzell Innerrhoden,
Freiburg,
Glarus,
Neuenburg,
Uri,
