Kategorie: Alle Kategorien

Region,Wohnung: (30.06.17 bis 30.06.17)
Uri,100
Jura,45
Basel-Landschaft,43
Zug,34
Graubünden,33
Basel-Stadt,19
Bern,19
Schwyz,19
Thurgau,18
Sankt Gallen,18
Luzern,16
Aargau,14
Zürich,14
Solothurn,9
Freiburg,9
Waadt,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Glarus,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Tessin,
Wallis,
