Kategorie: Alle Kategorien

Region,Wohnung: (09.12.17 bis 09.12.17)
Luzern,100
Graubünden,84
Schaffhausen,79
Aargau,74
Basel-Landschaft,67
Thurgau,66
Sankt Gallen,62
Solothurn,61
Schwyz,41
Wallis,37
Bern,34
Zürich,33
Basel-Stadt,27
Freiburg,22
Tessin,20
Waadt,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Zug,
