Kategorie: Alle Kategorien

Region,Wohnung: (27.09.16 bis 27.09.16)
Basel-Landschaft,100
Schwyz,73
Sankt Gallen,70
Graubünden,63
Zug,62
Thurgau,61
Basel-Stadt,53
Solothurn,52
Aargau,38
Luzern,36
Zürich,32
Neuenburg,28
Bern,24
Freiburg,21
Genf,11
Waadt,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Nidwalden,
Obwalden,
Schaffhausen,
Tessin,
Uri,
Wallis,
