Kategorie: Alle Kategorien

Region,Wohnung: (29.01.17 bis 29.01.17)
Zug,100
Schwyz,99
Basel-Landschaft,83
Solothurn,71
Thurgau,53
Aargau,53
Luzern,51
Sankt Gallen,44
Basel-Stadt,43
Zürich,40
Bern,32
Graubünden,18
Freiburg,16
Waadt,10
Genf,8
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Tessin,
Uri,
Wallis,
