Kategorie: Alle Kategorien

Region,Wohnung: (05.05.17 bis 05.05.17)
Appenzell Innerrhoden,100
Uri,46
Obwalden,35
Nidwalden,31
Schwyz,16
Schaffhausen,16
Thurgau,15
Basel-Landschaft,12
Sankt Gallen,12
Zug,10
Bern,8
Freiburg,8
Aargau,8
Graubünden,8
Basel-Stadt,7
Zürich,5
Luzern,5
Solothurn,3
Waadt,1
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Neuenburg,
Tessin,
Wallis,
