Kategorie: Alle Kategorien

Region,Wohnung: (30.07.17 bis 30.07.17)
Obwalden,100
Zug,70
Schwyz,56
Graubünden,32
Luzern,32
Thurgau,32
Aargau,29
Sankt Gallen,26
Bern,25
Basel-Landschaft,23
Basel-Stadt,21
Zürich,19
Tessin,15
Solothurn,11
Genf,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Schaffhausen,
Uri,
Waadt,
Wallis,
