Kategorie: Alle Kategorien

Region,Wohnung: (10.10.16 bis 10.10.16)
Appenzell Innerrhoden,100
Glarus,47
Appenzell Ausserrhoden,38
Schaffhausen,19
Luzern,17
Basel-Landschaft,16
Aargau,14
Sankt Gallen,12
Graubünden,11
Solothurn,11
Schwyz,10
Zürich,9
Bern,8
Basel-Stadt,8
Zug,7
Thurgau,7
Neuenburg,7
Freiburg,4
Genf,4
Jura,
Nidwalden,
Obwalden,
Tessin,
Uri,
Waadt,
Wallis,
