Kategorie: Alle Kategorien

Region,Wohnung: (05.02.17 bis 05.02.17)
Obwalden,100
Nidwalden,77
Sankt Gallen,38
Aargau,36
Basel-Landschaft,33
Basel-Stadt,27
Zürich,25
Bern,22
Schwyz,20
Luzern,19
Graubünden,19
Solothurn,18
Zug,17
Thurgau,13
Freiburg,8
Wallis,7
Genf,2
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Schaffhausen,
Tessin,
Uri,
