Kategorie: Alle Kategorien

Region,Wohnung: (07.01.17 bis 07.01.17)
Uri,100
Appenzell Ausserrhoden,69
Zug,28
Graubünden,24
Bern,22
Aargau,19
Sankt Gallen,18
Schwyz,18
Solothurn,14
Luzern,13
Zürich,11
Thurgau,11
Tessin,9
Basel-Stadt,9
Freiburg,8
Genf,7
Waadt,4
Appenzell Innerrhoden,
Basel-Landschaft,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Wallis,
