Kategorie: Alle Kategorien

Region,Wohnung: (09.01.17 bis 09.01.17)
Appenzell Innerrhoden,100
Glarus,75
Schaffhausen,24
Thurgau,15
Graubünden,13
Solothurn,12
Schwyz,11
Sankt Gallen,11
Zug,10
Basel-Landschaft,8
Luzern,8
Aargau,8
Zürich,8
Bern,5
Basel-Stadt,4
Freiburg,4
Wallis,3
Tessin,2
Genf,1
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Waadt,
