Kategorie: Alle Kategorien

Region,Wohnung: (19.07.16 bis 19.07.16)
Obwalden,100
Schaffhausen,42
Basel-Landschaft,28
Aargau,25
Luzern,24
Sankt Gallen,22
Zürich,16
Zug,15
Thurgau,14
Basel-Stadt,14
Solothurn,13
Bern,13
Graubünden,11
Freiburg,9
Wallis,9
Genf,2
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Schwyz,
Tessin,
Uri,
