Kategorie: Alle Kategorien

Region,Wohnung: (27.06.17 bis 27.06.17)
Nidwalden,100
Glarus,87
Appenzell Ausserrhoden,55
Zug,55
Schaffhausen,54
Graubünden,38
Basel-Landschaft,34
Luzern,25
Aargau,24
Sankt Gallen,20
Schwyz,19
Bern,18
Basel-Stadt,16
Zürich,14
Thurgau,12
Wallis,9
Solothurn,8
Waadt,3
Appenzell Innerrhoden,
Freiburg,
Genf,
Jura,
Neuenburg,
Obwalden,
Tessin,
Uri,
