Kategorie: Alle Kategorien

Region,Wohnung: (18.06.18 bis 18.06.18)
Glarus,100
Nidwalden,91
Schaffhausen,77
Solothurn,73
Basel-Stadt,69
Aargau,62
Graubünden,53
Zug,51
Luzern,50
Sankt Gallen,50
Schwyz,48
Zürich,41
Thurgau,36
Bern,35
Freiburg,35
Basel-Landschaft,31
Tessin,20
Waadt,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Jura,
Neuenburg,
Obwalden,
Uri,
Wallis,
