Kategorie: Alle Kategorien

Region,Wohnung: (07.07.17 bis 07.07.17)
Schaffhausen,100
Basel-Landschaft,59
Schwyz,55
Graubünden,49
Solothurn,46
Sankt Gallen,45
Aargau,38
Basel-Stadt,35
Luzern,33
Thurgau,30
Zug,24
Zürich,24
Bern,19
Freiburg,15
Tessin,10
Genf,5
Waadt,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Wallis,
