Kategorie: Alle Kategorien

Region,Wohnung: (03.07.17 bis 03.07.17)
Appenzell Innerrhoden,100
Obwalden,32
Appenzell Ausserrhoden,27
Nidwalden,25
Thurgau,15
Zug,15
Schwyz,14
Graubünden,13
Sankt Gallen,12
Aargau,12
Solothurn,10
Basel-Stadt,9
Basel-Landschaft,8
Zürich,8
Luzern,7
Bern,7
Wallis,4
Freiburg,3
Tessin,2
Genf,2
Waadt,1
Glarus,
Jura,
Neuenburg,
Schaffhausen,
Uri,
