Kategorie: Alle Kategorien

Region,Wohnung: (03.03.17 bis 03.03.17)
Uri,100
Graubünden,56
Schaffhausen,40
Basel-Landschaft,35
Basel-Stadt,30
Luzern,25
Schwyz,21
Zug,21
Bern,20
Thurgau,19
Aargau,19
Zürich,18
Solothurn,14
Sankt Gallen,12
Tessin,6
Genf,5
Waadt,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Wallis,
