Kategorie: Alle Kategorien

Region,Wohnung: (03.07.18 bis 03.07.18)
Appenzell Ausserrhoden,100
Uri,64
Graubünden,56
Schwyz,39
Solothurn,38
Basel-Landschaft,38
Jura,32
Luzern,25
Aargau,25
Sankt Gallen,25
Bern,24
Thurgau,23
Zürich,22
Zug,20
Freiburg,15
Basel-Stadt,11
Tessin,7
Waadt,6
Appenzell Innerrhoden,
Genf,
Glarus,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Wallis,
