Kategorie: Alle Kategorien

Region,Wohnung: (11.02.17 bis 11.02.17)
Nidwalden,100
Glarus,63
Uri,59
Schwyz,27
Schaffhausen,26
Graubünden,19
Aargau,19
Solothurn,18
Thurgau,17
Sankt Gallen,16
Basel-Landschaft,15
Luzern,13
Zürich,10
Bern,9
Freiburg,6
Genf,5
Wallis,5
Basel-Stadt,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Obwalden,
Tessin,
Waadt,
Zug,
