Kategorie: Alle Kategorien

Region,Wohnung: (27.09.15 bis 27.09.15)
Obwalden,100
Schaffhausen,31
Schwyz,13
Basel-Stadt,9
Solothurn,8
Zug,8
Aargau,7
Graubünden,7
Sankt Gallen,6
Thurgau,6
Basel-Landschaft,5
Bern,5
Luzern,5
Neuenburg,5
Zürich,5
Tessin,4
Waadt,4
Genf,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Glarus,
Jura,
Nidwalden,
Uri,
Wallis,
