Kategorie: Alle Kategorien

Region,Wohnung: (08.09.17 bis 08.09.17)
Glarus,100
Obwalden,94
Appenzell Ausserrhoden,84
Schwyz,48
Schaffhausen,44
Basel-Stadt,32
Luzern,30
Graubünden,27
Bern,26
Thurgau,22
Solothurn,21
Aargau,20
Sankt Gallen,19
Basel-Landschaft,19
Zürich,17
Zug,17
Freiburg,11
Genf,3
Waadt,3
Appenzell Innerrhoden,
Jura,
Neuenburg,
Nidwalden,
Tessin,
Uri,
Wallis,
