Kategorie: Alle Kategorien

Region,Wohnung: (09.10.17 bis 09.10.17)
Glarus,100
Uri,98
Obwalden,84
Schwyz,62
Thurgau,44
Basel-Stadt,29
Graubünden,29
Basel-Landschaft,28
Bern,25
Zürich,25
Sankt Gallen,24
Solothurn,23
Luzern,22
Aargau,22
Wallis,18
Freiburg,17
Zug,15
Genf,6
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Nidwalden,
Schaffhausen,
Tessin,
