Kategorie: Alle Kategorien

Region,Wohnung: (23.02.18 bis 23.02.18)
Thurgau,100
Uri,96
Glarus,86
Obwalden,75
Nidwalden,73
Solothurn,61
Graubünden,57
Zug,57
Basel-Landschaft,54
Sankt Gallen,50
Jura,43
Luzern,35
Aargau,35
Zürich,29
Basel-Stadt,26
Bern,23
Schwyz,21
Wallis,16
Waadt,10
Freiburg,10
Tessin,8
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Neuenburg,
Schaffhausen,
