Kategorie: Alle Kategorien

Region,Wohnung: (27.05.18 bis 27.05.18)
Appenzell Innerrhoden,100
Nidwalden,19
Appenzell Ausserrhoden,17
Basel-Landschaft,16
Thurgau,15
Sankt Gallen,13
Aargau,13
Zug,12
Schaffhausen,11
Basel-Stadt,10
Schwyz,10
Luzern,9
Solothurn,9
Graubünden,9
Bern,8
Zürich,7
Tessin,4
Waadt,3
Freiburg,3
Wallis,2
Genf,1
Glarus,
Jura,
Neuenburg,
Obwalden,
Uri,
