Kategorie: Alle Kategorien

Region,Wohnung: (15.11.17 bis 15.11.17)
Uri,100
Appenzell Ausserrhoden,76
Obwalden,52
Nidwalden,49
Zug,40
Luzern,35
Graubünden,33
Schaffhausen,24
Aargau,22
Basel-Landschaft,19
Schwyz,19
Zürich,17
Sankt Gallen,16
Basel-Stadt,16
Thurgau,16
Bern,14
Solothurn,13
Neuenburg,10
Wallis,6
Genf,4
Waadt,4
Appenzell Innerrhoden,
Freiburg,
Glarus,
Jura,
Tessin,
