Kategorie: Alle Kategorien

Region,Wohnung: (24.02.16 bis 24.02.16)
Uri,100
Appenzell Ausserrhoden,62
Schaffhausen,31
Freiburg,21
Aargau,18
Zug,17
Sankt Gallen,16
Basel-Stadt,16
Zürich,15
Solothurn,14
Graubünden,14
Luzern,14
Bern,13
Basel-Landschaft,9
Neuenburg,7
Wallis,6
Tessin,5
Genf,5
Waadt,2
Appenzell Innerrhoden,
Glarus,
Jura,
Nidwalden,
Obwalden,
Schwyz,
Thurgau,
