Kategorie: Alle Kategorien

Region,Wohnung: (09.07.16 bis 09.07.16)
Glarus,100
Nidwalden,85
Schaffhausen,39
Schwyz,24
Aargau,23
Solothurn,18
Basel-Stadt,17
Bern,14
Thurgau,13
Basel-Landschaft,13
Graubünden,11
Luzern,10
Freiburg,10
Zürich,9
Sankt Gallen,8
Wallis,7
Genf,3
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Obwalden,
Tessin,
Uri,
Zug,
