Kategorie: Alle Kategorien

Region,Wohnung: (26.10.17 bis 26.10.17)
Appenzell Innerrhoden,100
Appenzell Ausserrhoden,26
Basel-Landschaft,18
Sankt Gallen,16
Graubünden,12
Zug,10
Bern,10
Basel-Stadt,9
Thurgau,9
Zürich,9
Aargau,8
Schwyz,7
Solothurn,7
Freiburg,7
Luzern,6
Wallis,4
Tessin,2
Waadt,2
Genf,1
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Uri,
