dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2017-04-07,2017-04-07,586,29.0,100.0,,15.0,26.0,27.0,,3.0,,33.0,,26.0,,94.0,,37.0,85.0,59.0,30.0,8.0,37.0,,9.0,12.0,79.0,19.0
2017-04-08,2017-04-08,587,18.0,,,27.0,11.0,10.0,,4.0,,25.0,51.0,36.0,,,100.0,18.0,40.0,29.0,25.0,,24.0,,2.0,7.0,15.0,9.0
2017-04-09,2017-04-09,588,22.0,,,21.0,22.0,20.0,8.0,2.0,100.0,20.0,,19.0,,,68.0,25.0,,18.0,31.0,6.0,12.0,87.0,2.0,7.0,16.0,16.0
2017-04-10,2017-04-10,589,18.0,92.0,,17.0,17.0,18.0,18.0,7.0,,12.0,,46.0,,68.0,,31.0,,31.0,10.0,9.0,29.0,100.0,5.0,17.0,15.0,19.0
2017-04-11,2017-04-11,590,18.0,55.0,,32.0,11.0,21.0,,2.0,69.0,19.0,,18.0,,50.0,100.0,18.0,54.0,22.0,17.0,4.0,10.0,,2.0,,15.0,12.0
2017-04-12,2017-04-12,591,12.0,27.0,100.0,14.0,5.0,6.0,3.0,1.0,39.0,21.0,,11.0,,,,9.0,12.0,12.0,7.0,2.0,13.0,,,5.0,18.0,6.0
2017-04-13,2017-04-13,592,39.0,,,35.0,24.0,14.0,13.0,4.0,,,,32.0,,100.0,,34.0,,30.0,27.0,8.0,30.0,,,,20.0,23.0
2017-04-14,2017-04-14,593,33.0,,,18.0,13.0,22.0,,3.0,100.0,27.0,,25.0,,,,24.0,,88.0,22.0,,40.0,89.0,,8.0,19.0,16.0
2017-04-15,2017-04-15,594,13.0,,,11.0,8.0,10.0,,3.0,100.0,18.0,,10.0,,68.0,,12.0,34.0,39.0,41.0,,12.0,,4.0,14.0,,13.0
2017-04-16,2017-04-16,595,13.0,100.0,,15.0,16.0,15.0,,3.0,58.0,6.0,,11.0,9.0,,,8.0,,14.0,17.0,4.0,12.0,56.0,2.0,10.0,18.0,10.0
2017-04-17,2017-04-17,596,8.0,,100.0,6.0,4.0,4.0,2.0,1.0,28.0,6.0,,11.0,,,,6.0,,5.0,7.0,2.0,7.0,,,4.0,5.0,5.0
2017-04-18,2017-04-18,597,12.0,64.0,,25.0,12.0,23.0,7.0,6.0,,33.0,,42.0,,,100.0,27.0,,95.0,24.0,,37.0,81.0,2.0,8.0,13.0,19.0
2017-04-19,2017-04-19,598,60.0,,,30.0,33.0,30.0,13.0,12.0,,25.0,65.0,53.0,,100.0,,40.0,58.0,29.0,39.0,17.0,52.0,,5.0,,55.0,32.0
2017-04-20,2017-04-20,599,11.0,35.0,,20.0,12.0,12.0,7.0,1.0,,6.0,,8.0,,,100.0,18.0,41.0,20.0,16.0,3.0,10.0,,1.0,5.0,27.0,10.0
2017-04-21,2017-04-21,600,13.0,100.0,,14.0,7.0,10.0,3.0,1.0,,14.0,,8.0,,28.0,,10.0,23.0,15.0,10.0,2.0,9.0,35.0,1.0,,15.0,7.0
2017-04-22,2017-04-22,601,53.0,100.0,,22.0,20.0,22.0,,,,17.0,,35.0,,,,33.0,,41.0,33.0,,17.0,,,,,23.0
2017-04-23,2017-04-23,602,14.0,,,34.0,15.0,18.0,21.0,3.0,,17.0,,22.0,,,100.0,14.0,36.0,34.0,22.0,6.0,20.0,,,,15.0,18.0
2017-04-24,2017-04-24,603,16.0,,,11.0,14.0,10.0,,2.0,45.0,19.0,,13.0,,35.0,100.0,20.0,19.0,19.0,18.0,,29.0,53.0,2.0,5.0,8.0,11.0
2017-04-25,2017-04-25,604,50.0,98.0,,81.0,43.0,43.0,12.0,7.0,,48.0,,27.0,,100.0,,53.0,68.0,68.0,24.0,8.0,18.0,,6.0,,21.0,25.0
2017-04-26,2017-04-26,605,34.0,64.0,,16.0,24.0,21.0,,2.0,,30.0,,21.0,,,93.0,32.0,41.0,28.0,30.0,6.0,43.0,100.0,6.0,8.0,28.0,23.0
2017-04-27,2017-04-27,606,32.0,68.0,,39.0,22.0,15.0,8.0,6.0,100.0,17.0,,23.0,,79.0,,34.0,77.0,38.0,21.0,6.0,35.0,93.0,2.0,,21.0,21.0
2017-04-28,2017-04-28,607,30.0,100.0,,22.0,23.0,15.0,13.0,2.0,,58.0,,14.0,,73.0,95.0,26.0,45.0,40.0,28.0,6.0,36.0,,4.0,,60.0,18.0
2017-04-29,2017-04-29,608,3.0,58.0,100.0,9.0,8.0,4.0,3.0,1.0,38.0,5.0,,13.0,,,38.0,7.0,,,10.0,3.0,10.0,40.0,1.0,7.0,16.0,5.0
2017-04-30,2017-04-30,609,24.0,68.0,,12.0,10.0,14.0,15.0,5.0,,30.0,48.0,23.0,14.0,100.0,,24.0,,20.0,16.0,7.0,20.0,,2.0,,16.0,16.0
2017-05-01,2017-05-01,610,36.0,,,18.0,24.0,27.0,9.0,3.0,94.0,45.0,,29.0,16.0,,98.0,34.0,,100.0,27.0,7.0,21.0,,2.0,9.0,,26.0
2017-05-02,2017-05-02,611,26.0,,,15.0,16.0,34.0,,2.0,92.0,31.0,,24.0,,,100.0,32.0,36.0,31.0,42.0,,12.0,,2.0,9.0,25.0,19.0
2017-05-03,2017-05-03,612,30.0,,,16.0,19.0,17.0,,4.0,,19.0,,30.0,13.0,73.0,100.0,23.0,61.0,43.0,19.0,9.0,26.0,,2.0,10.0,,21.0
2017-05-04,2017-05-04,613,25.0,71.0,,18.0,10.0,14.0,6.0,2.0,,17.0,,32.0,,,100.0,22.0,81.0,35.0,25.0,4.0,,,1.0,6.0,19.0,18.0
2017-05-05,2017-05-05,614,8.0,,100.0,12.0,7.0,8.0,8.0,,,8.0,,5.0,,31.0,35.0,12.0,16.0,16.0,3.0,,15.0,46.0,1.0,,10.0,5.0
2017-05-06,2017-05-06,615,13.0,42.0,,15.0,10.0,9.0,5.0,4.0,,19.0,,16.0,,,100.0,11.0,23.0,36.0,16.0,7.0,21.0,66.0,1.0,,9.0,10.0
2017-05-07,2017-05-07,616,14.0,,,11.0,11.0,12.0,,4.0,100.0,13.0,,18.0,,74.0,49.0,16.0,18.0,32.0,8.0,10.0,18.0,,3.0,4.0,24.0,11.0
2017-05-08,2017-05-08,617,28.0,72.0,,49.0,22.0,24.0,16.0,9.0,100.0,18.0,,23.0,12.0,61.0,,23.0,74.0,41.0,13.0,6.0,24.0,,,9.0,40.0,27.0
2017-05-09,2017-05-09,618,19.0,,,9.0,16.0,10.0,9.0,4.0,100.0,24.0,,15.0,,38.0,51.0,10.0,32.0,11.0,7.0,,17.0,,2.0,,11.0,16.0
2017-05-10,2017-05-10,619,16.0,,,6.0,7.0,9.0,14.0,1.0,,23.0,,11.0,,,100.0,12.0,52.0,26.0,13.0,3.0,22.0,58.0,2.0,,8.0,13.0
2017-05-11,2017-05-11,620,17.0,100.0,,26.0,15.0,11.0,6.0,5.0,74.0,23.0,,16.0,,,79.0,26.0,42.0,15.0,9.0,,31.0,,1.0,7.0,21.0,12.0
2017-05-12,2017-05-12,621,22.0,79.0,,21.0,16.0,14.0,9.0,7.0,,19.0,,16.0,,,,21.0,77.0,21.0,31.0,,51.0,100.0,4.0,9.0,,18.0
2017-05-13,2017-05-13,622,16.0,,,11.0,22.0,15.0,,3.0,100.0,,,31.0,,,,19.0,,41.0,25.0,7.0,27.0,,,9.0,24.0,15.0
2017-05-14,2017-05-14,623,33.0,81.0,,37.0,13.0,21.0,,,100.0,28.0,,26.0,,86.0,,34.0,40.0,51.0,30.0,7.0,40.0,,,,16.0,20.0
2017-05-15,2017-05-15,624,13.0,34.0,,27.0,15.0,12.0,4.0,5.0,100.0,16.0,,10.0,7.0,,,15.0,21.0,10.0,13.0,3.0,19.0,53.0,,,21.0,10.0
2017-05-16,2017-05-16,625,17.0,29.0,,9.0,9.0,9.0,6.0,2.0,,6.0,,10.0,,,100.0,14.0,,23.0,11.0,5.0,15.0,,2.0,8.0,6.0,6.0
2017-05-17,2017-05-17,626,23.0,75.0,,16.0,18.0,20.0,9.0,2.0,,32.0,,43.0,,,,23.0,58.0,41.0,27.0,,51.0,100.0,2.0,9.0,20.0,18.0
2017-05-18,2017-05-18,627,10.0,,100.0,11.0,9.0,7.0,3.0,1.0,49.0,5.0,,7.0,,,,11.0,14.0,17.0,6.0,2.0,9.0,,1.0,,5.0,7.0
2017-05-19,2017-05-19,628,23.0,69.0,,21.0,15.0,14.0,13.0,5.0,93.0,33.0,,24.0,,,,16.0,40.0,29.0,13.0,6.0,13.0,100.0,4.0,,22.0,12.0
2017-05-20,2017-05-20,629,17.0,,,18.0,20.0,16.0,9.0,3.0,,32.0,,22.0,,73.0,,40.0,35.0,39.0,9.0,,41.0,100.0,2.0,,25.0,15.0
2017-05-21,2017-05-21,630,38.0,,,43.0,33.0,30.0,12.0,6.0,,,,53.0,22.0,100.0,,55.0,,30.0,25.0,10.0,37.0,,,,,28.0
2017-05-22,2017-05-22,631,25.0,,,36.0,25.0,21.0,10.0,2.0,,21.0,,39.0,,,,43.0,94.0,35.0,10.0,13.0,29.0,100.0,2.0,11.0,15.0,22.0
2017-05-23,2017-05-23,632,23.0,90.0,,27.0,8.0,13.0,,4.0,82.0,22.0,44.0,23.0,,64.0,,21.0,100.0,45.0,38.0,,32.0,,4.0,,12.0,17.0
2017-05-24,2017-05-24,633,5.0,,,31.0,24.0,15.0,9.0,2.0,100.0,18.0,,16.0,13.0,61.0,,25.0,,20.0,42.0,,25.0,,,19.0,,17.0
2017-05-25,2017-05-25,634,30.0,,,44.0,43.0,27.0,,5.0,,34.0,,75.0,,,,37.0,76.0,100.0,40.0,18.0,61.0,,,17.0,,30.0
2017-05-26,2017-05-26,635,13.0,,,9.0,10.0,11.0,7.0,4.0,,19.0,,19.0,,56.0,64.0,17.0,,46.0,14.0,9.0,15.0,100.0,2.0,,,9.0
2017-05-27,2017-05-27,636,26.0,,,41.0,45.0,25.0,,11.0,,100.0,,28.0,,,,45.0,90.0,,19.0,14.0,92.0,,,,84.0,29.0
2017-05-28,2017-05-28,637,23.0,,,,21.0,11.0,8.0,17.0,100.0,12.0,,22.0,,,,21.0,39.0,21.0,30.0,6.0,47.0,99.0,,9.0,26.0,16.0
2017-05-29,2017-05-29,638,12.0,43.0,,28.0,10.0,17.0,,3.0,58.0,36.0,,10.0,,39.0,,18.0,100.0,12.0,18.0,,16.0,,1.0,,16.0,10.0
2017-05-30,2017-05-30,639,33.0,64.0,,47.0,27.0,18.0,18.0,5.0,100.0,16.0,,14.0,12.0,59.0,,27.0,38.0,27.0,31.0,,49.0,,4.0,,25.0,14.0
2017-05-31,2017-05-31,640,10.0,,,17.0,9.0,11.0,8.0,2.0,,17.0,,7.0,,33.0,,15.0,100.0,29.0,18.0,3.0,15.0,,2.0,,20.0,11.0
2017-06-01,2017-06-01,641,29.0,,,20.0,10.0,20.0,17.0,4.0,,61.0,52.0,23.0,,,100.0,38.0,38.0,29.0,13.0,6.0,33.0,,,9.0,39.0,16.0
2017-06-02,2017-06-02,642,20.0,,,33.0,14.0,13.0,9.0,,,25.0,,30.0,14.0,,,38.0,,,19.0,,42.0,100.0,5.0,10.0,30.0,16.0
2017-06-03,2017-06-03,643,22.0,100.0,,14.0,17.0,12.0,10.0,4.0,,45.0,,30.0,,,92.0,25.0,75.0,,22.0,12.0,,,3.0,11.0,,15.0
2017-06-04,2017-06-04,644,52.0,,,,19.0,64.0,,,,50.0,,62.0,,,,94.0,,88.0,50.0,21.0,97.0,,,26.0,100.0,50.0
2017-06-05,2017-06-05,645,8.0,,100.0,10.0,7.0,7.0,,1.0,,15.0,,8.0,,24.0,,6.0,26.0,15.0,6.0,,9.0,,2.0,3.0,15.0,7.0
2017-06-06,2017-06-06,646,21.0,73.0,,36.0,21.0,24.0,,,100.0,36.0,54.0,17.0,,,,34.0,72.0,,30.0,6.0,62.0,86.0,2.0,,40.0,23.0
2017-06-07,2017-06-07,647,11.0,,,30.0,9.0,10.0,7.0,2.0,,30.0,,10.0,,55.0,,31.0,100.0,26.0,22.0,,20.0,74.0,2.0,8.0,18.0,14.0
2017-06-08,2017-06-08,648,19.0,39.0,,12.0,10.0,9.0,12.0,2.0,100.0,33.0,,13.0,8.0,,,16.0,46.0,,18.0,3.0,32.0,,,,8.0,9.0
2017-06-09,2017-06-09,649,11.0,41.0,,6.0,8.0,5.0,10.0,2.0,100.0,14.0,,15.0,,,,9.0,23.0,11.0,8.0,7.0,19.0,,1.0,5.0,24.0,9.0
2017-06-10,2017-06-10,650,73.0,,,55.0,13.0,36.0,43.0,,,100.0,,86.0,,,,49.0,,43.0,,15.0,57.0,,11.0,,38.0,26.0
2017-06-11,2017-06-11,651,47.0,,,91.0,27.0,31.0,17.0,7.0,,49.0,100.0,60.0,,,,51.0,,,43.0,,51.0,,4.0,,69.0,26.0
2017-06-12,2017-06-12,652,12.0,,100.0,6.0,7.0,8.0,,1.0,36.0,19.0,,13.0,,26.0,,11.0,28.0,22.0,12.0,,22.0,,1.0,4.0,6.0,9.0
2017-06-13,2017-06-13,653,15.0,,,16.0,7.0,15.0,6.0,,,32.0,,23.0,,100.0,57.0,17.0,71.0,29.0,20.0,4.0,36.0,,2.0,,22.0,16.0
2017-06-14,2017-06-14,654,52.0,,,43.0,24.0,48.0,18.0,,,67.0,,30.0,,,,88.0,,100.0,37.0,12.0,88.0,,4.0,,29.0,40.0
2017-06-15,2017-06-15,655,54.0,,,55.0,45.0,58.0,,,,95.0,,86.0,35.0,,,48.0,100.0,60.0,51.0,56.0,62.0,,6.0,50.0,48.0,51.0
2017-06-16,2017-06-16,656,13.0,41.0,,12.0,7.0,11.0,,2.0,100.0,7.0,,8.0,,48.0,57.0,16.0,23.0,38.0,14.0,4.0,14.0,,,11.0,20.0,8.0
2017-06-17,2017-06-17,657,23.0,,,25.0,11.0,15.0,10.0,4.0,100.0,13.0,,12.0,,,99.0,20.0,,49.0,21.0,,56.0,,8.0,14.0,31.0,15.0
2017-06-18,2017-06-18,658,11.0,,,29.0,17.0,21.0,14.0,,100.0,15.0,,17.0,,,,13.0,50.0,18.0,22.0,,25.0,,2.0,7.0,36.0,13.0
2017-06-19,2017-06-19,659,13.0,58.0,,17.0,13.0,22.0,8.0,2.0,100.0,20.0,,23.0,,68.0,85.0,28.0,,17.0,16.0,5.0,42.0,82.0,2.0,8.0,18.0,16.0
2017-06-20,2017-06-20,660,24.0,,,39.0,25.0,34.0,,3.0,,19.0,,33.0,,77.0,99.0,27.0,40.0,22.0,25.0,7.0,19.0,100.0,2.0,,30.0,20.0
2017-06-21,2017-06-21,661,14.0,,100.0,24.0,9.0,10.0,4.0,1.0,53.0,17.0,,12.0,,,,10.0,21.0,10.0,13.0,3.0,14.0,92.0,3.0,4.0,7.0,9.0
2017-06-22,2017-06-22,662,21.0,,,41.0,14.0,20.0,7.0,2.0,84.0,24.0,,27.0,,100.0,,17.0,,32.0,11.0,,24.0,90.0,2.0,7.0,17.0,16.0
2017-06-23,2017-06-23,663,29.0,,,17.0,18.0,6.0,7.0,2.0,,50.0,,18.0,,,73.0,16.0,100.0,15.0,13.0,5.0,18.0,72.0,2.0,,17.0,13.0
2017-06-24,2017-06-24,664,19.0,,,22.0,10.0,7.0,,2.0,58.0,19.0,,10.0,,,,8.0,100.0,,14.0,,15.0,,3.0,6.0,,10.0
2017-06-25,2017-06-25,665,30.0,100.0,,31.0,24.0,15.0,9.0,,,33.0,,25.0,,,,17.0,,38.0,26.0,7.0,43.0,,5.0,,34.0,18.0
2017-06-26,2017-06-26,666,8.0,,,22.0,13.0,15.0,6.0,2.0,,33.0,,18.0,,100.0,67.0,21.0,26.0,,25.0,,34.0,,2.0,,29.0,13.0
2017-06-27,2017-06-27,667,24.0,55.0,,34.0,16.0,18.0,,,87.0,38.0,,25.0,,100.0,,20.0,54.0,19.0,8.0,,12.0,,3.0,9.0,55.0,14.0
2017-06-28,2017-06-28,668,16.0,,,29.0,13.0,21.0,8.0,,,14.0,,36.0,,63.0,88.0,22.0,100.0,34.0,35.0,,26.0,,2.0,8.0,32.0,16.0
2017-06-29,2017-06-29,669,31.0,100.0,,50.0,27.0,34.0,40.0,4.0,,44.0,,57.0,22.0,,,19.0,59.0,47.0,57.0,22.0,19.0,,3.0,22.0,44.0,29.0
2017-06-30,2017-06-30,670,14.0,,,43.0,19.0,19.0,9.0,,,33.0,45.0,16.0,,,,18.0,,19.0,9.0,,18.0,100.0,6.0,,34.0,14.0
2017-07-01,2017-07-01,671,2.0,,100.0,5.0,2.0,3.0,,,,4.0,,6.0,,,,5.0,15.0,7.0,4.0,1.0,7.0,16.0,1.0,2.0,,3.0
2017-07-02,2017-07-02,672,11.0,,,100.0,26.0,26.0,,11.0,,51.0,,52.0,,,,36.0,55.0,28.0,24.0,12.0,70.0,,7.0,21.0,46.0,32.0
2017-07-03,2017-07-03,673,12.0,27.0,100.0,8.0,9.0,7.0,3.0,2.0,,13.0,,7.0,,25.0,32.0,12.0,,14.0,10.0,2.0,15.0,,1.0,4.0,15.0,8.0
2017-07-04,2017-07-04,674,23.0,,,31.0,11.0,14.0,,5.0,100.0,11.0,80.0,26.0,,,,41.0,33.0,18.0,38.0,6.0,22.0,,4.0,9.0,18.0,18.0
2017-07-05,2017-07-05,675,10.0,31.0,,11.0,7.0,7.0,4.0,1.0,100.0,17.0,,10.0,,,39.0,11.0,,19.0,8.0,,14.0,42.0,2.0,,10.0,7.0
2017-07-06,2017-07-06,676,11.0,,100.0,15.0,8.0,11.0,8.0,1.0,47.0,5.0,,7.0,,,,9.0,18.0,18.0,13.0,3.0,18.0,37.0,1.0,,32.0,8.0
2017-07-07,2017-07-07,677,38.0,,,59.0,35.0,19.0,15.0,5.0,,49.0,,33.0,,,,45.0,100.0,55.0,46.0,10.0,30.0,,4.0,,24.0,24.0
2017-07-08,2017-07-08,678,13.0,100.0,,9.0,11.0,11.0,6.0,2.0,71.0,8.0,,10.0,,,,20.0,27.0,43.0,18.0,5.0,8.0,,2.0,6.0,23.0,7.0
2017-07-09,2017-07-09,679,42.0,,,59.0,29.0,24.0,12.0,,,82.0,,36.0,22.0,100.0,,34.0,86.0,46.0,26.0,10.0,,,5.0,13.0,39.0,25.0
2017-07-10,2017-07-10,680,18.0,84.0,,62.0,22.0,21.0,23.0,3.0,,27.0,,33.0,,,100.0,28.0,45.0,25.0,49.0,7.0,30.0,,3.0,11.0,26.0,23.0
2017-07-11,2017-07-11,681,17.0,,,36.0,13.0,16.0,,7.0,100.0,30.0,,21.0,,,76.0,19.0,55.0,,64.0,5.0,28.0,,2.0,16.0,20.0,16.0
2017-07-12,2017-07-12,682,11.0,26.0,100.0,8.0,5.0,6.0,6.0,2.0,,4.0,,13.0,,,32.0,7.0,21.0,35.0,9.0,,9.0,32.0,2.0,9.0,10.0,6.0
2017-07-13,2017-07-13,683,38.0,84.0,,21.0,17.0,16.0,11.0,3.0,,34.0,,,,,,18.0,,25.0,28.0,,47.0,100.0,5.0,11.0,,15.0
2017-07-14,2017-07-14,684,20.0,,,53.0,23.0,18.0,11.0,3.0,99.0,29.0,,23.0,,83.0,100.0,31.0,46.0,34.0,59.0,13.0,57.0,,,9.0,17.0,16.0
2017-07-15,2017-07-15,685,16.0,,,40.0,20.0,11.0,,4.0,77.0,12.0,,17.0,,69.0,100.0,25.0,46.0,,15.0,,27.0,84.0,5.0,9.0,21.0,13.0
2017-07-16,2017-07-16,686,23.0,79.0,,92.0,25.0,20.0,21.0,,,,,19.0,,100.0,,28.0,,48.0,11.0,8.0,41.0,,3.0,10.0,33.0,21.0
2017-07-17,2017-07-17,687,39.0,100.0,,20.0,23.0,20.0,11.0,3.0,,33.0,,34.0,,86.0,,27.0,52.0,25.0,29.0,10.0,33.0,,3.0,15.0,72.0,24.0
2017-07-18,2017-07-18,688,11.0,,,22.0,19.0,26.0,13.0,3.0,100.0,20.0,,31.0,,58.0,,26.0,,40.0,17.0,11.0,35.0,,7.0,8.0,14.0,16.0
2017-07-19,2017-07-19,689,27.0,,,31.0,17.0,17.0,,3.0,,24.0,,26.0,,82.0,95.0,29.0,41.0,45.0,16.0,6.0,29.0,100.0,,,51.0,22.0
2017-07-20,2017-07-20,690,35.0,,,54.0,27.0,14.0,33.0,10.0,,12.0,,18.0,,,,25.0,,38.0,28.0,7.0,47.0,100.0,,20.0,,22.0
2017-07-21,2017-07-21,691,27.0,,,49.0,33.0,47.0,,,,47.0,,55.0,,,,35.0,100.0,98.0,64.0,13.0,44.0,,5.0,18.0,53.0,31.0
2017-07-22,2017-07-22,692,16.0,,,17.0,16.0,17.0,,3.0,100.0,30.0,,5.0,,70.0,,16.0,40.0,21.0,17.0,6.0,32.0,,,,28.0,15.0
2017-07-23,2017-07-23,693,5.0,13.0,100.0,3.0,5.0,2.0,2.0,,,3.0,,5.0,,,13.0,7.0,,6.0,7.0,,2.0,,,,6.0,4.0
2017-07-24,2017-07-24,694,13.0,50.0,,17.0,10.0,7.0,,3.0,58.0,29.0,,16.0,,,,12.0,22.0,13.0,17.0,4.0,24.0,100.0,4.0,,19.0,11.0
2017-07-25,2017-07-25,695,24.0,,,23.0,31.0,14.0,10.0,3.0,,22.0,,38.0,,,100.0,22.0,,35.0,21.0,6.0,30.0,,2.0,9.0,48.0,12.0
2017-07-26,2017-07-26,696,30.0,91.0,,20.0,16.0,20.0,11.0,,,23.0,,21.0,,,,33.0,52.0,26.0,23.0,,46.0,100.0,6.0,10.0,,22.0
2017-07-27,2017-07-27,697,38.0,,,27.0,19.0,16.0,9.0,3.0,91.0,24.0,,23.0,17.0,,,25.0,36.0,32.0,19.0,11.0,40.0,100.0,,8.0,44.0,17.0
2017-07-28,2017-07-28,698,26.0,91.0,,21.0,15.0,20.0,,7.0,,32.0,,39.0,,,100.0,32.0,,78.0,38.0,,26.0,,5.0,10.0,39.0,20.0
2017-07-29,2017-07-29,699,11.0,69.0,,16.0,5.0,13.0,8.0,3.0,100.0,16.0,,19.0,,62.0,71.0,18.0,35.0,,33.0,5.0,11.0,70.0,3.0,,18.0,13.0
2017-07-30,2017-07-30,700,29.0,,,23.0,21.0,25.0,,4.0,,32.0,,32.0,,,100.0,26.0,,56.0,11.0,15.0,32.0,,,,70.0,19.0
2017-07-31,2017-07-31,701,7.0,,100.0,11.0,6.0,8.0,4.0,1.0,55.0,13.0,,8.0,,28.0,,9.0,17.0,9.0,8.0,3.0,16.0,,2.0,3.0,18.0,7.0
2017-08-01,2017-08-01,702,14.0,,,21.0,12.0,13.0,9.0,,100.0,,,22.0,,81.0,84.0,10.0,36.0,21.0,9.0,6.0,20.0,,2.0,,28.0,15.0
2017-08-02,2017-08-02,703,12.0,48.0,100.0,12.0,7.0,11.0,6.0,1.0,,15.0,23.0,9.0,,30.0,,18.0,18.0,9.0,8.0,,13.0,,,,10.0,7.0
2017-08-03,2017-08-03,704,17.0,41.0,,16.0,5.0,14.0,,,59.0,11.0,,11.0,,38.0,100.0,11.0,,37.0,11.0,4.0,15.0,,1.0,16.0,9.0,13.0
2017-08-04,2017-08-04,705,23.0,,,21.0,10.0,9.0,6.0,2.0,,7.0,,16.0,,100.0,,20.0,24.0,21.0,40.0,4.0,17.0,66.0,2.0,6.0,21.0,13.0
2017-08-05,2017-08-05,706,31.0,,,20.0,18.0,16.0,16.0,6.0,,,,31.0,,,,33.0,,,33.0,16.0,14.0,100.0,3.0,9.0,42.0,16.0
2017-08-06,2017-08-06,707,30.0,100.0,,28.0,16.0,18.0,8.0,3.0,,22.0,,24.0,14.0,,,18.0,47.0,16.0,14.0,6.0,19.0,,2.0,6.0,29.0,15.0
2017-08-07,2017-08-07,708,47.0,67.0,,27.0,21.0,25.0,15.0,4.0,100.0,16.0,50.0,38.0,,,92.0,26.0,,,28.0,13.0,38.0,,,18.0,16.0,25.0
2017-08-08,2017-08-08,709,18.0,31.0,100.0,12.0,10.0,9.0,6.0,1.0,34.0,9.0,,16.0,6.0,27.0,39.0,21.0,15.0,13.0,10.0,,39.0,,3.0,5.0,7.0,11.0
2017-08-09,2017-08-09,710,27.0,,,17.0,21.0,23.0,10.0,3.0,100.0,26.0,,23.0,,,,27.0,38.0,40.0,31.0,6.0,19.0,91.0,3.0,8.0,23.0,19.0
2017-08-10,2017-08-10,711,49.0,100.0,,28.0,25.0,29.0,19.0,6.0,,27.0,,13.0,,83.0,,42.0,,54.0,23.0,9.0,56.0,,,10.0,67.0,26.0
2017-08-11,2017-08-11,712,23.0,100.0,,44.0,7.0,18.0,9.0,3.0,,14.0,,19.0,,,,31.0,,19.0,25.0,17.0,32.0,82.0,3.0,8.0,15.0,18.0
2017-08-12,2017-08-12,713,23.0,,,24.0,28.0,15.0,,,,24.0,,35.0,,,100.0,25.0,53.0,40.0,35.0,10.0,30.0,,3.0,11.0,26.0,17.0
2017-08-13,2017-08-13,714,11.0,,100.0,9.0,9.0,9.0,4.0,3.0,35.0,17.0,,13.0,,32.0,31.0,11.0,30.0,29.0,14.0,3.0,10.0,,1.0,3.0,19.0,7.0
2017-08-14,2017-08-14,715,11.0,,100.0,23.0,10.0,9.0,4.0,2.0,,14.0,,14.0,,37.0,74.0,18.0,17.0,18.0,21.0,6.0,22.0,81.0,,,14.0,10.0
2017-08-15,2017-08-15,716,7.0,24.0,100.0,4.0,4.0,8.0,4.0,1.0,27.0,15.0,,10.0,5.0,,,9.0,13.0,,8.0,3.0,4.0,,1.0,3.0,7.0,8.0
2017-08-16,2017-08-16,717,36.0,,,21.0,16.0,21.0,20.0,3.0,100.0,39.0,,18.0,,,,30.0,40.0,41.0,28.0,7.0,55.0,,4.0,,38.0,29.0
2017-08-17,2017-08-17,718,12.0,28.0,100.0,6.0,10.0,9.0,,2.0,,14.0,18.0,8.0,,,,9.0,,25.0,11.0,3.0,16.0,37.0,,3.0,18.0,8.0
2017-08-18,2017-08-18,719,33.0,91.0,,39.0,13.0,33.0,17.0,4.0,,41.0,,22.0,,92.0,100.0,24.0,97.0,64.0,34.0,,25.0,,3.0,10.0,18.0,22.0
2017-08-19,2017-08-19,720,28.0,,,13.0,31.0,18.0,,4.0,100.0,29.0,,39.0,,,,37.0,46.0,22.0,15.0,,15.0,,3.0,9.0,19.0,16.0
2017-08-20,2017-08-20,721,39.0,100.0,,52.0,30.0,27.0,13.0,11.0,,24.0,,23.0,,,,69.0,64.0,44.0,47.0,11.0,38.0,,6.0,12.0,54.0,29.0
2017-08-21,2017-08-21,722,26.0,73.0,,55.0,29.0,27.0,15.0,,100.0,11.0,,23.0,,67.0,,34.0,39.0,42.0,29.0,7.0,73.0,,2.0,,56.0,19.0
2017-08-22,2017-08-22,723,35.0,72.0,,29.0,11.0,22.0,10.0,5.0,,24.0,,38.0,15.0,78.0,100.0,50.0,44.0,21.0,39.0,16.0,48.0,,3.0,,38.0,32.0
2017-08-23,2017-08-23,724,23.0,,,21.0,17.0,22.0,9.0,3.0,100.0,22.0,44.0,22.0,,,79.0,35.0,,21.0,9.0,6.0,24.0,,2.0,9.0,30.0,23.0
2017-08-24,2017-08-24,725,16.0,100.0,,13.0,5.0,9.0,4.0,1.0,,8.0,,13.0,,,,9.0,20.0,9.0,5.0,5.0,7.0,47.0,2.0,8.0,26.0,10.0
2017-08-25,2017-08-25,726,39.0,100.0,,29.0,28.0,27.0,47.0,4.0,,29.0,,36.0,,,,48.0,,,19.0,,50.0,,,11.0,40.0,28.0
2017-08-26,2017-08-26,727,9.0,79.0,,40.0,30.0,21.0,10.0,8.0,,30.0,,12.0,,100.0,97.0,39.0,,24.0,46.0,,30.0,,3.0,10.0,41.0,16.0
