,canton,search_wohnung,date
25395,Freiburg,2.0,2016-05-13
25396,Tessin,1.0,2016-05-13
25397,Waadt,1.0,2016-05-13
25398,Genf,1.0,2016-05-13
25399,Appenzell Ausserrhoden,,2016-05-13
25400,Glarus,,2016-05-13
25401,Jura,,2016-05-13
25402,Uri,100.0,2017-06-20
25403,Obwalden,99.0,2017-06-20
25404,Nidwalden,77.0,2017-06-20
25405,Schaffhausen,40.0,2017-06-20
25406,Basel-Landschaft,39.0,2017-06-20
25407,Bern,34.0,2017-06-20
25408,Luzern,33.0,2017-06-20
25409,Zug,30.0,2017-06-20
25410,Sankt Gallen,27.0,2017-06-20
25411,Basel-Stadt,25.0,2017-06-20
25412,Solothurn,25.0,2017-06-20
25413,Aargau,24.0,2017-06-20
25414,Schwyz,22.0,2017-06-20
25415,Zürich,20.0,2017-06-20
25416,Graubünden,19.0,2017-06-20
25417,Thurgau,19.0,2017-06-20
25418,Tessin,7.0,2017-06-20
25419,Genf,3.0,2017-06-20
25420,Waadt,2.0,2017-06-20
25421,Appenzell Innerrhoden,,2017-06-20
25422,Appenzell Ausserrhoden,,2017-06-20
25423,Freiburg,,2017-06-20
25424,Glarus,,2017-06-20
25425,Jura,,2017-06-20
25426,Neuenburg,,2017-06-20
25427,Wallis,,2017-06-20
25428,Uri,100.0,2016-01-24
25429,Appenzell Ausserrhoden,61.0,2016-01-24
25430,Nidwalden,58.0,2016-01-24
25431,Schwyz,37.0,2016-01-24
25432,Thurgau,23.0,2016-01-24
25433,Solothurn,20.0,2016-01-24
25434,Aargau,20.0,2016-01-24
25435,Bern,15.0,2016-01-24
25436,Basel-Stadt,15.0,2016-01-24
25437,Neuenburg,14.0,2016-01-24
25438,Zürich,12.0,2016-01-24
25439,Luzern,12.0,2016-01-24
25440,Sankt Gallen,12.0,2016-01-24
25441,Zug,12.0,2016-01-24
25442,Basel-Landschaft,9.0,2016-01-24
25443,Graubünden,7.0,2016-01-24
25444,Tessin,4.0,2016-01-24
25445,Genf,2.0,2016-01-24
25446,Waadt,1.0,2016-01-24
25447,Appenzell Innerrhoden,,2016-01-24
25448,Freiburg,,2016-01-24
25449,Glarus,,2016-01-24
25450,Jura,,2016-01-24
25451,Obwalden,,2016-01-24
25452,Schaffhausen,,2016-01-24
25453,Wallis,,2016-01-24
25454,Appenzell Innerrhoden,100.0,2017-10-04
25455,Appenzell Ausserrhoden,39.0,2017-10-04
25456,Uri,32.0,2017-10-04
25457,Nidwalden,29.0,2017-10-04
25458,Schwyz,17.0,2017-10-04
25459,Thurgau,16.0,2017-10-04
25460,Sankt Gallen,10.0,2017-10-04
25461,Luzern,9.0,2017-10-04
25462,Basel-Landschaft,8.0,2017-10-04
25463,Aargau,8.0,2017-10-04
25464,Zürich,7.0,2017-10-04
25465,Solothurn,7.0,2017-10-04
25466,Basel-Stadt,7.0,2017-10-04
25467,Bern,6.0,2017-10-04
25468,Neuenburg,5.0,2017-10-04
25469,Graubünden,4.0,2017-10-04
25470,Genf,3.0,2017-10-04
25471,Tessin,2.0,2017-10-04
25472,Waadt,1.0,2017-10-04
25473,Freiburg,,2017-10-04
25474,Glarus,,2017-10-04
25475,Jura,,2017-10-04
25476,Obwalden,,2017-10-04
25477,Schaffhausen,,2017-10-04
25478,Wallis,,2017-10-04
25479,Zug,,2017-10-04
25480,Glarus,100.0,2016-04-09
25481,Obwalden,86.0,2016-04-09
25482,Uri,74.0,2016-04-09
25483,Basel-Landschaft,35.0,2016-04-09
25484,Aargau,31.0,2016-04-09
25485,Thurgau,30.0,2016-04-09
25486,Graubünden,25.0,2016-04-09
25487,Zug,24.0,2016-04-09
25488,Bern,17.0,2016-04-09
25489,Sankt Gallen,16.0,2016-04-09
25490,Luzern,14.0,2016-04-09
25491,Basel-Stadt,14.0,2016-04-09
25492,Freiburg,13.0,2016-04-09
25493,Wallis,12.0,2016-04-09
25494,Zürich,11.0,2016-04-09
25495,Solothurn,10.0,2016-04-09
25496,Genf,4.0,2016-04-09
25497,Appenzell Innerrhoden,,2016-04-09
25498,Appenzell Ausserrhoden,,2016-04-09
25499,Jura,,2016-04-09
25500,Neuenburg,,2016-04-09
25501,Nidwalden,,2016-04-09
25502,Schaffhausen,,2016-04-09
25503,Schwyz,,2016-04-09
25504,Tessin,,2016-04-09
25505,Waadt,,2016-04-09
25506,Glarus,100.0,2015-12-25
25507,Nidwalden,51.0,2015-12-25
25508,Thurgau,23.0,2015-12-25
25509,Schwyz,21.0,2015-12-25
25510,Luzern,13.0,2015-12-25
25511,Aargau,12.0,2015-12-25
25512,Graubünden,9.0,2015-12-25
25513,Sankt Gallen,9.0,2015-12-25
25514,Bern,9.0,2015-12-25
25515,Basel-Landschaft,9.0,2015-12-25
25516,Basel-Stadt,9.0,2015-12-25
25517,Solothurn,7.0,2015-12-25
25518,Zürich,4.0,2015-12-25
25519,Genf,3.0,2015-12-25
25520,Appenzell Innerrhoden,,2015-12-25
25521,Appenzell Ausserrhoden,,2015-12-25
25522,Freiburg,,2015-12-25
25523,Jura,,2015-12-25
25524,Neuenburg,,2015-12-25
25525,Obwalden,,2015-12-25
25526,Schaffhausen,,2015-12-25
25527,Tessin,,2015-12-25
25528,Uri,,2015-12-25
25529,Waadt,,2015-12-25
25530,Wallis,,2015-12-25
25531,Zug,,2015-12-25
25532,Uri,100.0,2017-02-17
25533,Obwalden,90.0,2017-02-17
25534,Nidwalden,78.0,2017-02-17
25535,Schwyz,64.0,2017-02-17
25536,Schaffhausen,42.0,2017-02-17
25537,Solothurn,39.0,2017-02-17
25538,Graubünden,37.0,2017-02-17
25539,Zürich,27.0,2017-02-17
25540,Bern,25.0,2017-02-17
25541,Luzern,24.0,2017-02-17
25542,Basel-Landschaft,23.0,2017-02-17
25543,Basel-Stadt,22.0,2017-02-17
25544,Sankt Gallen,20.0,2017-02-17
25545,Aargau,17.0,2017-02-17
25546,Zug,16.0,2017-02-17
25547,Thurgau,14.0,2017-02-17
25548,Freiburg,10.0,2017-02-17
25549,Genf,7.0,2017-02-17
25550,Tessin,7.0,2017-02-17
25551,Waadt,4.0,2017-02-17
25552,Appenzell Innerrhoden,,2017-02-17
25553,Appenzell Ausserrhoden,,2017-02-17
25554,Glarus,,2017-02-17
25555,Jura,,2017-02-17
25556,Neuenburg,,2017-02-17
25557,Wallis,,2017-02-17
25558,Appenzell Innerrhoden,100.0,2015-11-18
25559,Graubünden,8.0,2015-11-18
25560,Aargau,7.0,2015-11-18
25561,Sankt Gallen,6.0,2015-11-18
25562,Basel-Landschaft,6.0,2015-11-18
25563,Basel-Stadt,4.0,2015-11-18
25564,Luzern,4.0,2015-11-18
25565,Solothurn,4.0,2015-11-18
25566,Thurgau,3.0,2015-11-18
25567,Zürich,3.0,2015-11-18
25568,Bern,3.0,2015-11-18
25569,Genf,1.0,2015-11-18
25570,Appenzell Ausserrhoden,,2015-11-18
25571,Freiburg,,2015-11-18
25572,Glarus,,2015-11-18
25573,Jura,,2015-11-18
25574,Neuenburg,,2015-11-18
25575,Nidwalden,,2015-11-18
25576,Obwalden,,2015-11-18
25577,Schaffhausen,,2015-11-18
25578,Schwyz,,2015-11-18
25579,Tessin,,2015-11-18
25580,Uri,,2015-11-18
25581,Waadt,,2015-11-18
25582,Wallis,,2015-11-18
25583,Zug,,2015-11-18
25584,Appenzell Ausserrhoden,100.0,2017-04-07
25585,Nidwalden,94.0,2017-04-07
25586,Schaffhausen,85.0,2017-04-07
25587,Zug,79.0,2017-04-07
25588,Schwyz,59.0,2017-04-07
25589,Thurgau,37.0,2017-04-07
25590,Sankt Gallen,37.0,2017-04-07
25591,Graubünden,33.0,2017-04-07
25592,Solothurn,30.0,2017-04-07
25593,Aargau,29.0,2017-04-07
25594,Bern,27.0,2017-04-07
25595,Luzern,26.0,2017-04-07
25596,Basel-Stadt,26.0,2017-04-07
25597,Zürich,19.0,2017-04-07
25598,Basel-Landschaft,15.0,2017-04-07
25599,Wallis,12.0,2017-04-07
25600,Waadt,9.0,2017-04-07
25601,Tessin,8.0,2017-04-07
25602,Genf,3.0,2017-04-07
25603,Appenzell Innerrhoden,,2017-04-07
25604,Freiburg,,2017-04-07
25605,Glarus,,2017-04-07
25606,Jura,,2017-04-07
25607,Neuenburg,,2017-04-07
25608,Obwalden,,2017-04-07
25609,Uri,,2017-04-07
25610,Appenzell Ausserrhoden,100.0,2016-08-20
25611,Zug,70.0,2016-08-20
25612,Schaffhausen,37.0,2016-08-20
25613,Basel-Stadt,30.0,2016-08-20
25614,Schwyz,24.0,2016-08-20
25615,Graubünden,20.0,2016-08-20
25616,Aargau,19.0,2016-08-20
25617,Solothurn,18.0,2016-08-20
25618,Bern,14.0,2016-08-20
25619,Zürich,13.0,2016-08-20
25620,Sankt Gallen,12.0,2016-08-20
25621,Thurgau,12.0,2016-08-20
25622,Basel-Landschaft,11.0,2016-08-20
25623,Luzern,9.0,2016-08-20
25624,Tessin,6.0,2016-08-20
25625,Genf,5.0,2016-08-20
25626,Waadt,3.0,2016-08-20
25627,Appenzell Innerrhoden,,2016-08-20
25628,Freiburg,,2016-08-20
25629,Glarus,,2016-08-20
25630,Jura,,2016-08-20
25631,Neuenburg,,2016-08-20
25632,Nidwalden,,2016-08-20
25633,Obwalden,,2016-08-20
25634,Uri,,2016-08-20
25635,Wallis,,2016-08-20
25636,Appenzell Ausserrhoden,100.0,2016-02-19
25637,Nidwalden,92.0,2016-02-19
25638,Schaffhausen,47.0,2016-02-19
25639,Thurgau,41.0,2016-02-19
25640,Solothurn,33.0,2016-02-19
25641,Sankt Gallen,32.0,2016-02-19
25642,Basel-Stadt,29.0,2016-02-19
25643,Graubünden,28.0,2016-02-19
25644,Schwyz,26.0,2016-02-19
25645,Luzern,20.0,2016-02-19
25646,Wallis,17.0,2016-02-19
25647,Zug,16.0,2016-02-19
25648,Bern,15.0,2016-02-19
25649,Zürich,15.0,2016-02-19
25650,Basel-Landschaft,14.0,2016-02-19
25651,Neuenburg,12.0,2016-02-19
25652,Freiburg,11.0,2016-02-19
25653,Aargau,9.0,2016-02-19
25654,Tessin,7.0,2016-02-19
25655,Genf,6.0,2016-02-19
25656,Waadt,2.0,2016-02-19
25657,Appenzell Innerrhoden,,2016-02-19
25658,Glarus,,2016-02-19
25659,Jura,,2016-02-19
25660,Obwalden,,2016-02-19
25661,Uri,,2016-02-19
25662,Appenzell Innerrhoden,100.0,2018-06-27
25663,Glarus,49.0,2018-06-27
25664,Nidwalden,40.0,2018-06-27
25665,Luzern,23.0,2018-06-27
25666,Schwyz,21.0,2018-06-27
25667,Aargau,13.0,2018-06-27
25668,Zug,13.0,2018-06-27
25669,Schaffhausen,12.0,2018-06-27
25670,Solothurn,10.0,2018-06-27
25671,Basel-Landschaft,9.0,2018-06-27
25672,Bern,9.0,2018-06-27
25673,Sankt Gallen,8.0,2018-06-27
25674,Thurgau,7.0,2018-06-27
25675,Zürich,7.0,2018-06-27
25676,Graubünden,6.0,2018-06-27
25677,Basel-Stadt,5.0,2018-06-27
25678,Freiburg,3.0,2018-06-27
25679,Wallis,3.0,2018-06-27
25680,Genf,1.0,2018-06-27
25681,Waadt,1.0,2018-06-27
25682,Appenzell Ausserrhoden,,2018-06-27
25683,Jura,,2018-06-27
25684,Neuenburg,,2018-06-27
25685,Obwalden,,2018-06-27
25686,Tessin,,2018-06-27
25687,Uri,,2018-06-27
25688,Uri,100.0,2016-03-03
25689,Schwyz,22.0,2016-03-03
25690,Thurgau,10.0,2016-03-03
25691,Aargau,10.0,2016-03-03
25692,Sankt Gallen,9.0,2016-03-03
25693,Basel-Stadt,8.0,2016-03-03
25694,Solothurn,8.0,2016-03-03
25695,Luzern,8.0,2016-03-03
25696,Graubünden,7.0,2016-03-03
25697,Bern,6.0,2016-03-03
25698,Zürich,5.0,2016-03-03
25699,Basel-Landschaft,5.0,2016-03-03
25700,Wallis,5.0,2016-03-03
25701,Zug,4.0,2016-03-03
25702,Neuenburg,3.0,2016-03-03
25703,Freiburg,3.0,2016-03-03
25704,Tessin,2.0,2016-03-03
25705,Genf,2.0,2016-03-03
25706,Waadt,1.0,2016-03-03
25707,Appenzell Innerrhoden,,2016-03-03
25708,Appenzell Ausserrhoden,,2016-03-03
25709,Glarus,,2016-03-03
25710,Jura,,2016-03-03
25711,Nidwalden,,2016-03-03
25712,Obwalden,,2016-03-03
25713,Schaffhausen,,2016-03-03
25714,Obwalden,100.0,2016-11-10
25715,Schaffhausen,61.0,2016-11-10
25716,Basel-Landschaft,44.0,2016-11-10
25717,Aargau,25.0,2016-11-10
25718,Freiburg,25.0,2016-11-10
25719,Bern,23.0,2016-11-10
25720,Schwyz,21.0,2016-11-10
25721,Thurgau,21.0,2016-11-10
25722,Basel-Stadt,20.0,2016-11-10
25723,Wallis,18.0,2016-11-10
25724,Solothurn,17.0,2016-11-10
25725,Zürich,17.0,2016-11-10
25726,Zug,13.0,2016-11-10
25727,Sankt Gallen,13.0,2016-11-10
25728,Neuenburg,12.0,2016-11-10
25729,Graubünden,12.0,2016-11-10
25730,Luzern,9.0,2016-11-10
25731,Genf,4.0,2016-11-10
25732,Appenzell Innerrhoden,,2016-11-10
25733,Appenzell Ausserrhoden,,2016-11-10
25734,Glarus,,2016-11-10
25735,Jura,,2016-11-10
25736,Nidwalden,,2016-11-10
25737,Tessin,,2016-11-10
25738,Uri,,2016-11-10
25739,Waadt,,2016-11-10
25740,Appenzell Innerrhoden,100.0,2018-02-10
25741,Nidwalden,47.0,2018-02-10
25742,Uri,33.0,2018-02-10
25743,Appenzell Ausserrhoden,25.0,2018-02-10
25744,Solothurn,25.0,2018-02-10
25745,Sankt Gallen,22.0,2018-02-10
25746,Zug,20.0,2018-02-10
25747,Schaffhausen,15.0,2018-02-10
25748,Thurgau,15.0,2018-02-10
25749,Graubünden,10.0,2018-02-10
25750,Aargau,9.0,2018-02-10
25751,Zürich,9.0,2018-02-10
25752,Luzern,9.0,2018-02-10
25753,Basel-Landschaft,9.0,2018-02-10
25754,Schwyz,8.0,2018-02-10
25755,Bern,7.0,2018-02-10
25756,Basel-Stadt,5.0,2018-02-10
25757,Waadt,3.0,2018-02-10
25758,Wallis,3.0,2018-02-10
25759,Genf,2.0,2018-02-10
25760,Freiburg,,2018-02-10
25761,Glarus,,2018-02-10
25762,Jura,,2018-02-10
25763,Neuenburg,,2018-02-10
25764,Obwalden,,2018-02-10
25765,Tessin,,2018-02-10
25766,Uri,100.0,2017-12-23
25767,Nidwalden,91.0,2017-12-23
25768,Appenzell Ausserrhoden,82.0,2017-12-23
25769,Graubünden,59.0,2017-12-23
25770,Zug,56.0,2017-12-23
25771,Aargau,36.0,2017-12-23
25772,Luzern,35.0,2017-12-23
25773,Basel-Stadt,34.0,2017-12-23
25774,Thurgau,32.0,2017-12-23
25775,Sankt Gallen,26.0,2017-12-23
25776,Basel-Landschaft,19.0,2017-12-23
25777,Zürich,19.0,2017-12-23
25778,Bern,18.0,2017-12-23
25779,Solothurn,15.0,2017-12-23
25780,Freiburg,13.0,2017-12-23
25781,Tessin,11.0,2017-12-23
25782,Wallis,10.0,2017-12-23
25783,Waadt,5.0,2017-12-23
25784,Appenzell Innerrhoden,,2017-12-23
25785,Genf,,2017-12-23
25786,Glarus,,2017-12-23
25787,Jura,,2017-12-23
25788,Neuenburg,,2017-12-23
25789,Obwalden,,2017-12-23
25790,Schaffhausen,,2017-12-23
25791,Schwyz,,2017-12-23
25792,Appenzell Innerrhoden,100.0,2018-08-29
25793,Glarus,78.0,2018-08-29
25794,Thurgau,48.0,2018-08-29
25795,Solothurn,39.0,2018-08-29
25796,Obwalden,36.0,2018-08-29
25797,Appenzell Ausserrhoden,31.0,2018-08-29
25798,Nidwalden,31.0,2018-08-29
25799,Luzern,26.0,2018-08-29
25800,Schwyz,25.0,2018-08-29
25801,Basel-Stadt,23.0,2018-08-29
25802,Jura,22.0,2018-08-29
25803,Graubünden,21.0,2018-08-29
25804,Sankt Gallen,20.0,2018-08-29
25805,Bern,18.0,2018-08-29
25806,Basel-Landschaft,16.0,2018-08-29
25807,Aargau,16.0,2018-08-29
25808,Zürich,12.0,2018-08-29
25809,Wallis,9.0,2018-08-29
25810,Neuenburg,8.0,2018-08-29
25811,Tessin,8.0,2018-08-29
25812,Freiburg,8.0,2018-08-29
25813,Waadt,6.0,2018-08-29
25814,Genf,2.0,2018-08-29
25815,Schaffhausen,,2018-08-29
25816,Uri,,2018-08-29
25817,Zug,,2018-08-29
25818,Glarus,100.0,2015-10-02
25819,Schaffhausen,27.0,2015-10-02
25820,Graubünden,20.0,2015-10-02
25821,Schwyz,18.0,2015-10-02
25822,Aargau,13.0,2015-10-02
25823,Tessin,10.0,2015-10-02
25824,Thurgau,10.0,2015-10-02
25825,Zug,10.0,2015-10-02
25826,Solothurn,9.0,2015-10-02
25827,Basel-Landschaft,9.0,2015-10-02
25828,Sankt Gallen,7.0,2015-10-02
25829,Basel-Stadt,7.0,2015-10-02
25830,Wallis,7.0,2015-10-02
25831,Zürich,6.0,2015-10-02
25832,Bern,4.0,2015-10-02
25833,Luzern,4.0,2015-10-02
25834,Waadt,2.0,2015-10-02
25835,Genf,2.0,2015-10-02
25836,Appenzell Innerrhoden,,2015-10-02
25837,Appenzell Ausserrhoden,,2015-10-02
25838,Freiburg,,2015-10-02
25839,Jura,,2015-10-02
25840,Neuenburg,,2015-10-02
25841,Nidwalden,,2015-10-02
25842,Obwalden,,2015-10-02
25843,Uri,,2015-10-02
25844,Appenzell Ausserrhoden,100.0,2016-01-05
25845,Graubünden,34.0,2016-01-05
25846,Schaffhausen,33.0,2016-01-05
25847,Thurgau,28.0,2016-01-05
25848,Sankt Gallen,26.0,2016-01-05
25849,Zug,24.0,2016-01-05
25850,Solothurn,23.0,2016-01-05
25851,Luzern,22.0,2016-01-05
25852,Schwyz,20.0,2016-01-05
25853,Zürich,19.0,2016-01-05
25854,Bern,16.0,2016-01-05
25855,Basel-Stadt,13.0,2016-01-05
25856,Aargau,12.0,2016-01-05
25857,Basel-Landschaft,9.0,2016-01-05
25858,Neuenburg,8.0,2016-01-05
25859,Freiburg,7.0,2016-01-05
25860,Tessin,5.0,2016-01-05
25861,Genf,2.0,2016-01-05
25862,Waadt,2.0,2016-01-05
25863,Appenzell Innerrhoden,,2016-01-05
25864,Glarus,,2016-01-05
25865,Jura,,2016-01-05
25866,Nidwalden,,2016-01-05
25867,Obwalden,,2016-01-05
25868,Uri,,2016-01-05
25869,Wallis,,2016-01-05
25870,Schaffhausen,100.0,2017-10-25
25871,Basel-Landschaft,26.0,2017-10-25
25872,Zürich,22.0,2017-10-25
25873,Luzern,21.0,2017-10-25
25874,Aargau,21.0,2017-10-25
25875,Thurgau,20.0,2017-10-25
25876,Sankt Gallen,20.0,2017-10-25
25877,Bern,20.0,2017-10-25
25878,Basel-Stadt,17.0,2017-10-25
25879,Schwyz,15.0,2017-10-25
25880,Solothurn,15.0,2017-10-25
25881,Zug,11.0,2017-10-25
25882,Graubünden,10.0,2017-10-25
25883,Wallis,8.0,2017-10-25
25884,Genf,8.0,2017-10-25
25885,Tessin,5.0,2017-10-25
25886,Appenzell Innerrhoden,,2017-10-25
25887,Appenzell Ausserrhoden,,2017-10-25
25888,Freiburg,,2017-10-25
25889,Glarus,,2017-10-25
25890,Jura,,2017-10-25
25891,Neuenburg,,2017-10-25
25892,Nidwalden,,2017-10-25
25893,Obwalden,,2017-10-25
25894,Uri,,2017-10-25
25895,Waadt,,2017-10-25
25896,Glarus,100.0,2016-04-28
25897,Jura,48.0,2016-04-28
25898,Schaffhausen,41.0,2016-04-28
25899,Graubünden,38.0,2016-04-28
25900,Thurgau,34.0,2016-04-28
25901,Zug,33.0,2016-04-28
25902,Schwyz,21.0,2016-04-28
25903,Aargau,19.0,2016-04-28
25904,Sankt Gallen,18.0,2016-04-28
25905,Luzern,18.0,2016-04-28
25906,Bern,17.0,2016-04-28
25907,Solothurn,16.0,2016-04-28
25908,Zürich,13.0,2016-04-28
25909,Tessin,10.0,2016-04-28
25910,Basel-Landschaft,10.0,2016-04-28
25911,Basel-Stadt,9.0,2016-04-28
25912,Wallis,9.0,2016-04-28
25913,Genf,4.0,2016-04-28
25914,Waadt,2.0,2016-04-28
25915,Appenzell Innerrhoden,,2016-04-28
25916,Appenzell Ausserrhoden,,2016-04-28
25917,Freiburg,,2016-04-28
25918,Neuenburg,,2016-04-28
25919,Nidwalden,,2016-04-28
25920,Obwalden,,2016-04-28
25921,Uri,,2016-04-28
25922,Solothurn,100.0,2015-12-04
25923,Thurgau,80.0,2015-12-04
25924,Luzern,79.0,2015-12-04
25925,Sankt Gallen,69.0,2015-12-04
25926,Bern,60.0,2015-12-04
25927,Aargau,49.0,2015-12-04
25928,Basel-Landschaft,44.0,2015-12-04
25929,Zürich,43.0,2015-12-04
25930,Wallis,41.0,2015-12-04
25931,Genf,29.0,2015-12-04
25932,Waadt,20.0,2015-12-04
25933,Basel-Stadt,17.0,2015-12-04
25934,Appenzell Innerrhoden,,2015-12-04
25935,Appenzell Ausserrhoden,,2015-12-04
25936,Freiburg,,2015-12-04
25937,Glarus,,2015-12-04
25938,Graubünden,,2015-12-04
25939,Jura,,2015-12-04
25940,Neuenburg,,2015-12-04
25941,Nidwalden,,2015-12-04
25942,Obwalden,,2015-12-04
25943,Schaffhausen,,2015-12-04
25944,Schwyz,,2015-12-04
25945,Tessin,,2015-12-04
25946,Uri,,2015-12-04
25947,Zug,,2015-12-04
25948,Appenzell Innerrhoden,100.0,2017-09-15
25949,Glarus,37.0,2017-09-15
25950,Appenzell Ausserrhoden,36.0,2017-09-15
25951,Schaffhausen,15.0,2017-09-15
25952,Solothurn,14.0,2017-09-15
25953,Graubünden,14.0,2017-09-15
25954,Basel-Landschaft,12.0,2017-09-15
25955,Sankt Gallen,11.0,2017-09-15
25956,Luzern,10.0,2017-09-15
25957,Aargau,8.0,2017-09-15
25958,Schwyz,8.0,2017-09-15
25959,Bern,7.0,2017-09-15
25960,Zürich,6.0,2017-09-15
25961,Basel-Stadt,6.0,2017-09-15
25962,Zug,6.0,2017-09-15
25963,Thurgau,5.0,2017-09-15
25964,Tessin,2.0,2017-09-15
25965,Genf,1.0,2017-09-15
25966,Freiburg,,2017-09-15
25967,Jura,,2017-09-15
25968,Neuenburg,,2017-09-15
25969,Nidwalden,,2017-09-15
25970,Obwalden,,2017-09-15
25971,Uri,,2017-09-15
25972,Waadt,,2017-09-15
25973,Wallis,,2017-09-15
25974,Obwalden,100.0,2017-06-01
25975,Graubünden,61.0,2017-06-01
25976,Jura,52.0,2017-06-01
25977,Zug,39.0,2017-06-01
25978,Schaffhausen,38.0,2017-06-01
25979,Sankt Gallen,38.0,2017-06-01
25980,Thurgau,33.0,2017-06-01
25981,Aargau,29.0,2017-06-01
25982,Schwyz,29.0,2017-06-01
25983,Luzern,23.0,2017-06-01
25984,Basel-Landschaft,20.0,2017-06-01
25985,Bern,20.0,2017-06-01
25986,Freiburg,17.0,2017-06-01
25987,Zürich,16.0,2017-06-01
25988,Solothurn,13.0,2017-06-01
25989,Basel-Stadt,10.0,2017-06-01
25990,Wallis,9.0,2017-06-01
25991,Tessin,6.0,2017-06-01
25992,Genf,4.0,2017-06-01
25993,Appenzell Innerrhoden,,2017-06-01
25994,Appenzell Ausserrhoden,,2017-06-01
25995,Glarus,,2017-06-01
25996,Neuenburg,,2017-06-01
25997,Nidwalden,,2017-06-01
25998,Uri,,2017-06-01
25999,Waadt,,2017-06-01
26000,Glarus,100.0,2018-04-21
26001,Schaffhausen,39.0,2018-04-21
26002,Appenzell Ausserrhoden,36.0,2018-04-21
26003,Luzern,26.0,2018-04-21
26004,Thurgau,25.0,2018-04-21
26005,Basel-Stadt,25.0,2018-04-21
26006,Graubünden,19.0,2018-04-21
26007,Schwyz,16.0,2018-04-21
26008,Aargau,15.0,2018-04-21
26009,Zug,14.0,2018-04-21
26010,Solothurn,13.0,2018-04-21
26011,Zürich,12.0,2018-04-21
26012,Bern,11.0,2018-04-21
26013,Sankt Gallen,10.0,2018-04-21
26014,Wallis,10.0,2018-04-21
26015,Basel-Landschaft,6.0,2018-04-21
26016,Tessin,5.0,2018-04-21
26017,Waadt,5.0,2018-04-21
26018,Appenzell Innerrhoden,,2018-04-21
26019,Freiburg,,2018-04-21
26020,Genf,,2018-04-21
26021,Jura,,2018-04-21
26022,Neuenburg,,2018-04-21
26023,Nidwalden,,2018-04-21
26024,Obwalden,,2018-04-21
26025,Uri,,2018-04-21
26026,Appenzell Ausserrhoden,100.0,2016-03-22
26027,Glarus,86.0,2016-03-22
26028,Schaffhausen,66.0,2016-03-22
26029,Nidwalden,54.0,2016-03-22
26030,Schwyz,53.0,2016-03-22
26031,Solothurn,31.0,2016-03-22
26032,Aargau,23.0,2016-03-22
26033,Luzern,19.0,2016-03-22
26034,Basel-Stadt,18.0,2016-03-22
26035,Basel-Landschaft,17.0,2016-03-22
26036,Graubünden,16.0,2016-03-22
26037,Sankt Gallen,16.0,2016-03-22
26038,Bern,15.0,2016-03-22
26039,Zürich,11.0,2016-03-22
26040,Thurgau,11.0,2016-03-22
26041,Zug,10.0,2016-03-22
26042,Freiburg,10.0,2016-03-22
26043,Wallis,7.0,2016-03-22
26044,Genf,5.0,2016-03-22
26045,Appenzell Innerrhoden,,2016-03-22
26046,Jura,,2016-03-22
26047,Neuenburg,,2016-03-22
26048,Obwalden,,2016-03-22
26049,Tessin,,2016-03-22
26050,Uri,,2016-03-22
26051,Waadt,,2016-03-22
26052,Appenzell Innerrhoden,100.0,2017-12-02
26053,Uri,34.0,2017-12-02
26054,Glarus,33.0,2017-12-02
26055,Obwalden,33.0,2017-12-02
26056,Thurgau,21.0,2017-12-02
26057,Solothurn,14.0,2017-12-02
26058,Zug,13.0,2017-12-02
26059,Luzern,12.0,2017-12-02
26060,Graubünden,12.0,2017-12-02
26061,Bern,11.0,2017-12-02
26062,Basel-Landschaft,11.0,2017-12-02
26063,Zürich,9.0,2017-12-02
26064,Aargau,9.0,2017-12-02
26065,Schwyz,9.0,2017-12-02
26066,Freiburg,8.0,2017-12-02
26067,Sankt Gallen,7.0,2017-12-02
26068,Neuenburg,7.0,2017-12-02
26069,Basel-Stadt,5.0,2017-12-02
26070,Tessin,4.0,2017-12-02
26071,Genf,2.0,2017-12-02
26072,Waadt,1.0,2017-12-02
26073,Appenzell Ausserrhoden,,2017-12-02
26074,Jura,,2017-12-02
26075,Nidwalden,,2017-12-02
26076,Schaffhausen,,2017-12-02
26077,Wallis,,2017-12-02
26078,Uri,100.0,2018-08-08
26079,Glarus,87.0,2018-08-08
26080,Schwyz,36.0,2018-08-08
26081,Luzern,28.0,2018-08-08
26082,Sankt Gallen,28.0,2018-08-08
26083,Aargau,28.0,2018-08-08
26084,Thurgau,27.0,2018-08-08
26085,Solothurn,24.0,2018-08-08
26086,Basel-Stadt,22.0,2018-08-08
26087,Schaffhausen,22.0,2018-08-08
26088,Zug,19.0,2018-08-08
26089,Zürich,16.0,2018-08-08
26090,Graubünden,15.0,2018-08-08
26091,Bern,12.0,2018-08-08
26092,Basel-Landschaft,11.0,2018-08-08
26093,Freiburg,6.0,2018-08-08
26094,Wallis,4.0,2018-08-08
26095,Appenzell Innerrhoden,,2018-08-08
26096,Appenzell Ausserrhoden,,2018-08-08
26097,Genf,,2018-08-08
26098,Jura,,2018-08-08
26099,Neuenburg,,2018-08-08
26100,Nidwalden,,2018-08-08
26101,Obwalden,,2018-08-08
26102,Tessin,,2018-08-08
26103,Waadt,,2018-08-08
26104,Uri,100.0,2015-10-23
26105,Schaffhausen,11.0,2015-10-23
26106,Basel-Landschaft,7.0,2015-10-23
26107,Graubünden,6.0,2015-10-23
26108,Sankt Gallen,6.0,2015-10-23
